CC Num,SiteID,AUNum,Stream Class,Date,Waterbody,Watertype,Water_Class,Location,Link,Latitude,Longitude,County,Basin,Subbasin,Huc_8Digit,EcoRegion,Sample Type,Drainage,Temp_C,Sp_Cond,pH_SU,Diss_Oxy,Channel Modification,Instream Habitat,Substrate,Pools,Riffles,LBank,RBank,Shade,LRiparian,RRiparian,Total Score
4629,KB100,10-9-(6),,7/25/88,LITTLE R,River,,NC 18,4629,36.54305556,-81.02138889,Alleghany,NEW,3,5050001,MT,Full Scale,99.2,0,0,0,0,,,,,,,,,,,
4630,KB34,10b,,7/25/88,NEW R,River,,SR 1345,4630,36.55222222,-81.18333333,Alleghany,NEW,3,5050001,MT,Full Scale,823,0,0,0,0,,,,,,,,,,,
4631,KB88,10-1-(3.5)a,,7/26/88,S FK NEW R,River,,HUNTING LN,4631,36.205,-81.65027778,Watauga,NEW,1,5050001,MT,EPT,30.5,0,0,0,0,,,,,,,,,,,
4632,KB16,10-1-(3.5)b,,7/26/88,S FK NEW R,River,,US 421,4632,36.22083333,-81.64,Watauga,NEW,1,5050001,MT,Full Scale,34.8,0,0,0,0,,,,,,,,,,,
4633,KB18,10-1-9-(6),,7/26/88,HOWARD CR,Creek,,SR 1328,4633,36.24444444,-81.65,Watauga,NEW,1,5050001,MT,EPT,11.43756277,0,0,0,0,,,,,,,,,,,
4634,KB90,10-1-(13.5),,7/26/88,S FK NEW R,River,,SR 1352,4634,36.28694444,-81.61166667,Watauga,NEW,1,5050001,MT,Full Scale,85.7,0,0,0,0,,,,,,,,,,,
4635,KB89,10-1-(3.5)c2,,7/26/88,S FK NEW R,River,,SR 1355,4635,36.24527778,-81.59527778,Watauga,NEW,1,5050001,MT,EPT,73.5,0,0,0,0,,,,,,,,,,,
4636,LB33,8-(1)a,,7/27/88,WATAUGA R,River,,SR 1339,4636,36.12638889,-81.82416667,Avery,WAT,1,6010103,MT,EPT,1,0,0,0,0,,,,,,,,,,,
4637,LB15,8-(1)a,,7/27/88,WATAUGA R,River,,SR 1594,4637,36.14166667,-81.805,Watauga,WAT,1,6010103,MT,Full Scale,3.6,0,0,0,0,,,,,,,,,,,
4638,LB14,8-(1)a,,7/27/88,WATAUGA R,River,,SR 1580,4638,36.15638889,-81.77027778,Watauga,WAT,1,6010103,MT,EPT,10.9,0,0,0,0,,,,,,,,,,,
4639,LB13,8-(1)a,,7/27/88,WATAUGA R,River,,NC 105,4639,36.19444444,-81.74527778,Watauga,WAT,1,6010103,MT,EPT,26.6,0,0,0,0,,,,,,,,,,,
4640,LB19,8-12-(1.5),,7/27/88,DUTCH CR,Creek,,NC 194,4640,36.20944444,-81.77888889,Watauga,WAT,1,6010103,MT,Full Scale,10.6,0,0,0,0,,,,,,,,,,,
4641,LB12,8-(1)b,,7/28/88,WATAUGA R,River,,SR 1121,4641,36.23833333,-81.82277778,Watauga,WAT,1,6010103,MT,Full Scale,92,0,0,0,0,,,,,,,,,,,
4642,LB11,8-(16),,7/28/88,WATAUGA R,River,,SR 1200,4642,36.26916667,-81.88444444,Watauga,WAT,1,6010103,MT,Full Scale,128,0,0,0,0,,,,,,,,,,,
4643,QB14,12-24-(10),,7/29/88,ELK CR,Creek,,SR 1175,4643,36.10638889,-81.43805556,Wilkes,YAD,1,3040101,MT,Full Scale,43.2,0,0,0,0,,,,,,,,,,,
4644,QB42,Dec-46,,7/29/88,ROARING R,River,,SR 1990,4644,36.24972222,-81.04416667,Wilkes,YAD,1,3040101,MT,Full Scale,128.3,0,0,0,0,,,,,,,,,,,
12277,OB4,,,8/31/17,CEDAR CR,Creek,Freshwater Forested/Shrub Wetland,SR 1109,,36.05972222,-78.35416667,Franklin,TAR,1,3020101,P,EPT,40.2,23,341,7.1,7.6,5,13,3,8,5,2,7,10,4,4,61
6735,OB1,28-29-(2)b,,10/27/94,CEDAR CR,Creek,Freshwater Forested/Shrub Wetland,NR CEDAR CR RD,6735,36.06527778,-78.42527778,Franklin,TAR,1,3020101,P,Full Scale,-1,0,0,0,0,,,,,,,,,,,
5431,OB5,28-29-(2)a,,9/7/90,CEDAR CR,Creek,Freshwater Forested/Shrub Wetland,SR 1116,5431,36.06611111,-78.43222222,Franklin,TAR,1,3020101,P,Full Scale,13.2,0,0,0,0,,,,,,,,,,,
5939,OB5,28-29-(2)a,,7/29/92,CEDAR CR,Creek,Freshwater Forested/Shrub Wetland,SR 1116,5939,36.06611111,-78.43222222,Franklin,TAR,1,3020101,P,EPT,13.2,0,0,0,0,,,,,,,,,,,
6736,OB2,28-29-(2)b,,10/27/94,CEDAR CR,Creek,Freshwater Forested/Shrub Wetland,NR DEER RUN DR,6736,36.06666667,-78.42222222,Franklin,TAR,1,3020101,P,Full Scale,25.5,0,0,0,0,,,,,,,,,,,
12024,JB296,,,8/12/15,FLAT R,River,Riverine,SR 1614,,36.20027778,-78.88638889,Durham,NEU,1,3020201,P,EPT,145,24.5,89.4,6.9,,5,16,12,8,10,5,7,2,5,5,75
4651,AB21,9-50-(1),,7/27/88,FIRST BROAD R,River,,SR 1530,4651,35.49305556,-81.68222222,Cleveland,BRD,4,3050105,MT,Full Scale,60,0,0,0,0,,,,,,,,,,,
4652,CB11,11-(8)b,,7/28/88,CATAWBA R,River,,SR 1221,4652,35.68583333,-82.06111111,McDowell,CTB,30,3050101,MT,EPT,127,0,0,0,0,,,,,,,,,,,
4653,CB121,11-69-(0.5)a,,7/28/88,LOWER LITTLE R,River,,SR 1313,4653,35.94555556,-81.23694444,Alexander,CTB,32,3050101,MT,Full Scale,27.9,0,0,0,0,,,,,,,,,,,
5430,OB3,28-29-(2)b,,9/7/90,CEDAR CR,Creek,Freshwater Forested/Shrub Wetland,SR 1105,5430,36.07138889,-78.40888889,Franklin,TAR,1,3020101,P,Full Scale,31.4,0,0,0,0,,,,,,,,,,,
4658,NB74,22-40-(1),,7/25/88,SMITH R,River,,NC 14,4658,36.52777778,-79.76805556,Rockingham,ROA,3,3010103,MT,Full Scale,544,0,0,0,0,,,,,,,,,,,
3040,QB243,12-119-7-3,,9/29/83,HUNTS FK,Fork,Riverine,UPS SR 1787,3040,35.89694444,-80.125,Davidson,YAD,7,3040103,P,Full Scale,11.7,0,0,0,0,,,,,,,,,,,
4660,NB8,22-(1)b,,7/26/88,DAN R,River,,NC 704,4660,36.51472222,-80.30305556,Stokes,ROA,1,3010103,MT,Full Scale,123.74044,0,0,0,0,,,,,,,,,,,
4661,QB118,12-72-(4.5)b,,7/26/88,ARARAT R,River,,SR 2019,4661,36.40444444,-80.56194444,Surry,YAD,3,3040101,MT,Full Scale,230,0,0,0,0,,,,,,,,,,,
4662,QB81,Dec-77,,7/26/88,L YADKIN R,River,,SR 1104,4662,36.29888889,-80.41388889,Stokes,YAD,2,3040101,MT,EPT,42.9,0,0,0,0,,,,,,,,,,,
4663,QB84,Dec-77,,7/26/88,L YADKIN R,River,,US 52,4663,36.30194444,-80.41555556,Stokes,YAD,2,3040101,MT,EPT,42.7,0,0,0,0,,,,,,,,,,,
12636,JB296,,,9/9/20,FLAT R,River,Riverine,SR 1614,,36.20027778,-78.88638889,Durham,NEU,1,3020201,P,EPT,145,23.9,87.3,6.9,7.2,5,12,9,8,7,3,6,4,5,5,64
5940,OB3,28-29-(2)b,,7/29/92,CEDAR CR,Creek,Freshwater Forested/Shrub Wetland,SR 1105,5940,36.07138889,-78.40888889,Franklin,TAR,1,3020101,P,EPT,31.4,0,0,0,0,,,,,,,,,,,
4666,CB121,11-69-(0.5)a,,8/27/88,LOWER LITTLE R,River,,SR 1313,4666,35.94555556,-81.23694444,Alexander,CTB,32,3050101,MT,EPT,27.9,0,0,0,0,,,,,,,,,,,
10897,OB169,28-29-(1),,10/29/09,CEDAR CR,Creek,Freshwater Forested/Shrub Wetland,SR 1127,,36.0835,-78.51339,Franklin,TAR,1,3020101,P,Qual 4,1.96,15.5,83.4,6.5,7.6,4,16,10,4,14,5,3,5,4,1,66
7195,QB396,13-25-36b,,8/21/96,CHEEK CR,Creek,Riverine,SR 1541,7195,35.16555556,-79.90083333,Montgomery,YAD,15,3040104,P,Full Scale,32.2322,25,88,6.8,6.2,,,,,,,,,,,
4670,LB27,15-Aug,,7/28/88,COVE CR,Creek,,SR 1305,4670,36.29972222,-81.7675,Watauga,WAT,1,6010103,MT,EPT,9.98,0,0,0,0,,,,,,,,,,,
4671,EB167,6-54-(1)b,,8/8/88,MILLS R,River,,SR 1337,4671,35.39861111,-82.595,Henderson,FRB,3,6010105,MT,Full Scale,66.5,0,0,0,0,,,,,,,,,,,
4673,EB10,6-(1),,8/9/88,FRENCH BROAD R,River,,SR 1129,4673,35.14861111,-82.79972222,Transylvania,FRB,1,6010105,MT,Full Scale,103,0,0,0,0,,,,,,,,,,,
4674,HB9,3b,,8/9/88,CHATTOOGA R,River,,SR 1100,4674,35.01807,-83.12581,Jackson,SAV,1,3060102,MT,Full Scale,23,0,0,0,0,,,,,,,,,,,
4675,GB71,2-19-(10.5),,8/9/88,CARTOOGECHAYE CR,Creek,,SR 1152,4675,35.15861111,-83.39416667,Macon,LTN,1,6010202,MT,Full Scale,56.1,0,0,0,0,,,,,,,,,,,
4676,GB42,2-57-(0.5),,8/9/88,NANTAHALA R,River,,FSR 437,4676,35.12694444,-83.61916667,Macon,LTN,3,6010202,MT,Full Scale,51.7,0,0,0,0,,,,,,,,,,,
4677,FB11,1-27-(5.5),,8/11/88,FIRES CR,Creek,,SR 1344,4677,35.095,-83.85861111,Clay,HIW,1,6020002,MT,Full Scale,20.7,0,0,0,0,,,,,,,,,,,
4678,FB10,1-52c,,8/10/88,VALLEY R,River,,SR 1554,4678,35.13888889,-83.98055556,Cherokee,HIW,2,6020002,MT,Full Scale,103,0,0,0,0,,,,,,,,,,,
4679,GB117,2-79-(38),,8/12/88,TUCKASEGEE R,River,,OFF SR 1377,4679,35.366671,-83.260313,Jackson,LTN,2,6010203,MT,Full Scale,347,0,0,0,0,,,,,,,,,,,
4680,EB251,5-(7)a,,8/11/88,PIGEON R,River,,OFF NC 215,4680,35.525,-82.84111111,Haywood,FRB,5,6010106,MT,EPT,130,0,0,0,0,,,,,,,,,,,
4684,CB107,11-38-34,,8/8/88,WILSON CR,Creek,,US 221,4684,36.09694444,-81.80777778,Avery,CTB,31,3050101,MT,Full Scale,0.74,0,0,0,0,,,,,,,,,,,
4685,EB288,7-2-(21.5),,8/8/88,N TOE R,River,,US 19E,4685,35.98111111,-82.01611111,Avery,FRB,6,6010108,MT,EPT,74,0,0,0,0,,,,,,,,,,,
4686,EB286,7-2-(27.7)b,,8/8/88,N TOE R,River,,SR 1162,4686,35.92916667,-82.11527778,Mitchell,FRB,6,6010108,MT,EPT,145,0,0,0,0,,,,,,,,,,,
4687,EB294,7-2-52-(1),,8/9/88,S TOE R,River,,SR 1167,4687,35.83111111,-82.18444444,Yancey,FRB,6,6010108,MT,Full Scale,43.3,0,0,0,0,,,,,,,,,,,
4688,EB289,7,,8/9/88,NOLICHUCKY R,River,,OFF NC 197/SR 1321,4688,36.07802,-82.34755,Mitchell,FRB,6,6010108,MT,Full Scale,608,0,0,0,0,,,,,,,,,,,
4689,EB194,6-(54.75)f,,8/9/88,FRENCH BROAD R,River,,NC 213,4689,35.78611111,-82.66083333,Madison,FRB,4,6010105,MT,Full Scale,1330,0,0,0,0,,,,,,,,,,,
4690,EB250,5-(7)f,,8/10/88,PIGEON R,River,,I-40,4690,35.78527778,-83.11305556,"Cocke, TN",FRB,5,6010106,MT,Full Scale,540,0,0,0,0,,,,,,,,,,,
4691,EB254,5-(7)d2,,8/10/88,PIGEON R,River,,SR 1338,4691,35.66583333,-82.99472222,Haywood,FRB,5,6010106,MT,Full Scale,382,0,0,0,0,,,,,,,,,,,
4692,EB260,5-16-(11.5)c,,8/10/88,RICHLAND CR,Creek,,SR 1184,4692,35.50861111,-82.97194444,Haywood,FRB,5,6010106,MT,Full Scale,47.7,0,0,0,0,,,,,,,,,,,
4693,EB257,5-(7)c,,8/10/88,PIGEON R,River,,SR 1642,4693,35.535,-82.91111111,Haywood,FRB,5,6010106,MT,Full Scale,162,0,0,0,0,,,,,,,,,,,
4694,EB251,5-(7)a,,8/10/88,PIGEON R,River,,OFF NC 215,4694,35.525,-82.84111111,Haywood,FRB,5,6010106,MT,Full Scale,130,0,0,0,0,,,,,,,,,,,
4695,EB167,6-54-(1)b,,8/11/88,MILLS R,River,,SR 1337,4695,35.39861111,-82.595,Henderson,FRB,3,6010105,MT,EPT,66.5,0,0,0,0,,,,,,,,,,,
4696,CB11,11-(8)b,,8/11/88,CATAWBA R,River,,SR 1221,4696,35.68583333,-82.06111111,McDowell,CTB,30,3050101,MT,Full Scale,127,0,0,0,0,,,,,,,,,,,
4697,CB10,11-(31.5),,8/12/88,CATAWBA R,River,,SR 1147,4697,35.74444444,-81.77222222,Burke,CTB,30,3050101,MT,Full Scale,507,0,0,0,0,,,,,,,,,,,
5248,JB173,27-3-(1),,5/8/90,FLAT R,River,Riverine,SR 1737,5248,36.24166667,-78.90555556,Person,NEU,1,3020201,P,EPT,102,0,0,0,0,,,,,,,,,,,
8590,QB396,13-25-36b,,8/15/01,CHEEK CR,Creek,Riverine,SR 1541,8590,35.16555556,-79.90083333,Montgomery,YAD,15,3040104,P,Full Scale,32.2322,25,108,7,7.1,5,15,8,10,7,5,5,10,5,5,75
3337,CB165,11-129-5-(9.5),,9/10/84,CLARK CR,Creek,Riverine,SR 1008,3337,35.475,-81.2675,Lincoln,CTB,35,3050102,P,Full Scale,91.4,0,0,0,0,,,,,,,,,,,
6188,JB173,27-3-(1),,6/9/93,FLAT R,River,Riverine,SR 1737,6188,36.24166667,-78.90555556,Person,NEU,1,3020201,P,Full Scale,102,0,0,0,0,,,,,,,,,,,
2956,BB443,16-(36.7),,6/14/83,HAW R,River,Riverine,US 64,2956,35.73111111,-79.10611111,Chatham,CPF,4,3030002,P,Full Scale,1296,0,0,0,0,,,,,,,,,,,
2957,BB443,16-(36.7),,6/14/83,HAW R,River,Riverine,US 64,2957,35.73111111,-79.10611111,Chatham,CPF,4,3030002,P,Full Scale,1296,0,0,0,0,,,,,,,,,,,
3542,CB165,11-129-5-(9.5),,8/5/85,CLARK CR,Creek,Riverine,SR 1008,3542,35.475,-81.2675,Lincoln,CTB,35,3050102,P,Full Scale,91.4,0,0,0,0,,,,,,,,,,,
4649,CB165,11-129-5-(9.5),,7/27/88,CLARK CR,Creek,Riverine,SR 1008,4649,35.475,-81.2675,Lincoln,CTB,35,3050102,P,Full Scale,91.4,0,0,0,0,,,,,,,,,,,
2958,BB443,16-(36.7),,6/17/83,HAW R,River,Riverine,US 64,2958,35.73111111,-79.10611111,Chatham,CPF,4,3030002,P,Full Scale,1296,0,0,0,0,,,,,,,,,,,
3326,BB443,16-(36.7),,9/6/84,HAW R,River,Riverine,US 64,3326,35.73111111,-79.10611111,Chatham,CPF,4,3030002,P,Full Scale,1296,0,0,0,0,,,,,,,,,,,
5968,CB165,11-129-5-(9.5),,8/5/92,CLARK CR,Creek,Riverine,SR 1008,5968,35.475,-81.2675,Lincoln,CTB,35,3050102,P,Full Scale,91.4,0,0,0,0,,,,,,,,,,,
7432,CB165,11-129-5-(9.5),,8/19/97,CLARK CR,Creek,Riverine,SR 1008,7432,35.475,-81.2675,Lincoln,CTB,35,3050102,P,Full Scale,91.4,22,405,7.2,8.1,,,,,,,,,,,
4716,KB42,10-9-10-2,,8/31/88,LAUREL BR,Branch,,SR 1105,4716,36.42083333,-81.00833333,Alleghany,NEW,3,5050001,MT,EPT,2.938346925,0,0,0,0,,,,,,,,,,,
4717,KB105,10/9/10,,8/31/88,BRUSH CR,Creek,,US 21,4717,36.42805556,-81.01166667,Alleghany,NEW,3,5050001,MT,EPT,5.99,0,0,0,0,,,,,,,,,,,
4718,KB65,10-9-10-2,,8/31/88,LAUREL BR,Branch,,US 21,4718,36.4075,-80.9925,Alleghany,NEW,3,5050001,MT,EPT,1.6,0,0,0,0,,,,,,,,,,,
4719,QB455,12-62-(1),,8/31/88,MITCHELL R,River,,SR 1330 UPS LONG CR,4719,36.4375,-80.93444444,Surry,YAD,2,3040101,MT,EPT,7.54,0,0,0,0,,,,,,,,,,,
4720,QB106,12-62-2,,8/31/88,STEWART FK,Fork,,REYNOLDS ESTATE,4720,36.44083333,-80.95444444,Surry,YAD,2,3040101,MT,EPT,0.88,0,0,0,0,,,,,,,,,,,
4721,QB86,12-62-(1),,9/1/88,MITCHELL R,River,,AB SAMS BR,4721,36.43055556,-80.98027778,Alleghany,YAD,2,3040101,MT,EPT,1.05,0,0,0,0,,,,,,,,,,,
4722,QB87,12-62-(1),,9/1/88,MITCHELL R,River,,BE SAMS BR,4722,36.43055556,-80.97638889,Alleghany,YAD,2,3040101,MT,EPT,1.77,0,0,0,0,,,,,,,,,,,
4723,QB104,12-62-(1),,9/1/88,SAMS BR,Branch,,NR SR 1463,4723,36.428883,-80.977452,Alleghany,YAD,2,3040101,MT,EPT,0.6,0,0,0,0,,,,,,,,,,,
4724,QB97,12-62-(1),,9/1/88,ROARING GAP BR,Branch,,NR SR 1463,4724,36.4311,-80.9739,Alleghany,YAD,2,3040101,MT,EPT,0.55,0,0,0,0,,,,,,,,,,,
4725,QB62,12-(1)a,,9/19/88,YADKIN R,River,,OFF US 321,4725,36.026111,-81.576667,Caldwell,YAD,1,3040101,MT,Full Scale,18.9,0,0,0,0,,,,,,,,,,,
4726,QB37,12-Dec,,9/19/88,PRESTON CR,Creek,,US 321,4726,36.02611111,-81.57916667,Caldwell,YAD,1,3040101,MT,EPT,6,0,0,0,0,,,,,,,,,,,
4727,QB61,12-(1)a,,9/19/88,YADKIN R,River,,SR 1372 AB ORCHARD BR,4727,36.07444444,-81.59277778,Caldwell,YAD,1,3040101,MT,EPT,9.2,0,0,0,0,,,,,,,,,,,
4728,QB9,7-Dec,,9/19/88,DENNIS CR,Creek,,SR 1372,4728,36.09222222,-81.59944444,Caldwell,YAD,1,3040101,MT,EPT,2.2,0,0,0,0,,,,,,,,,,,
4729,QB18,10-Dec,,9/19/88,JACKSON CAMP CR,Creek,,SR 1372,4729,36.06944444,-81.5925,Caldwell,YAD,1,3040101,MT,EPT,2.42,0,0,0,0,,,,,,,,,,,
4730,QB450,19-Dec,,9/20/88,BUFFALO CR,Creek,,SR 1504,4730,36.03944444,-81.52333333,Caldwell,YAD,1,3040101,MT,Full Scale,28.4,0,0,0,0,,,,,,,,,,,
4731,QB35,12/19/09,,9/20/88,OLD FIELD BR,Branch,,SR 1502,4731,36.0875,-81.5375,Caldwell,YAD,1,3040101,MT,EPT,2.6,0,0,0,0,,,,,,,,,,,
4732,QB6,19-Dec,,9/29/88,BUFFALO CR,Creek,,OFF SR 1504,4732,36.07722222,-81.5275,Caldwell,YAD,1,3040101,MT,EPT,24.1,0,0,0,0,,,,,,,,,,,
4733,QB19,12/19/11,,9/20/88,JOES BR,Branch,,CC CAMP RD,4733,36.09638889,-81.53055556,Caldwell,YAD,1,3040101,MT,EPT,5.21,0,0,0,0,,,,,,,,,,,
4734,CB99,11-35-(1)a,,9/20/88,UPPER CR,Creek,,SR 1439,4734,35.82722222,-81.73694444,Burke,CTB,31,3050101,MT,Full Scale,41.7,0,0,0,0,,,,,,,,,,,
4735,CB97,11-35-2-(10),,9/21/88,UPPER CR,Creek,,NR NC 181,4735,35.90583333,-81.79166667,Burke,CTB,31,3050101,MT,Full Scale,16.4,0,0,0,0,,,,,,,,,,,
4736,CB93,11-35-2-9,,9/21/88,TIMBERED BR,Branch,,OFF FSR 982,4736,35.92277778,-81.79138889,Burke,CTB,31,3050101,MT,EPT,1.57,0,0,0,0,,,,,,,,,,,
4737,CB94,11-35-2-(1),,9/21/88,UPPER CR,Creek,,FSR 128,4737,35.91972222,-81.79777778,Burke,CTB,31,3050101,MT,EPT,12.5,0,0,0,0,,,,,,,,,,,
4738,CB74,11-35-2-12-6,,9/21/88,LITTLE FK,Fork,,FSR 228,4738,35.91055556,-81.81833333,Burke,CTB,31,3050101,MT,EPT,1.86,0,0,0,0,,,,,,,,,,,
4739,CB92,11-35-2-12-(5),,9/22/88,STEELS CR,Creek,,NC 181,4739,35.88333333,-81.80972222,Burke,CTB,31,3050101,MT,Full Scale,15.4,0,0,0,0,,,,,,,,,,,
4740,CB91,11-35-2-12-(1),,9/22/88,STEELS CR,Creek,,FSR 128,4740,35.91472222,-81.84277778,Burke,CTB,31,3050101,MT,EPT,7,0,0,0,0,,,,,,,,,,,
4741,CB96,11-35-2-(10),,9/22/88,UPPER CR,Creek,,NC 181,4741,35.87305556,-81.79166667,Burke,CTB,31,3050101,MT,EPT,19.2,0,0,0,0,,,,,,,,,,,
4742,BB344,18-68b,,9/27/88,BLACK R,River,,AB NC 11,4742,34.4825,-78.20611111,Bladen,CPF,20,3030006,CA,Full Scale,1270,0,0,0,0,,,,,,,,,,,
4743,BB334,18-68-2-(11.5),,9/27/88,SIX RUNS CR,Creek,,SR 1003,4743,34.79333333,-78.31194444,Sampson,CPF,19,3030006,CA,EPT,273,0,0,0,0,,,,,,,,,,,
4744,BB327,18-68-1,,9/27/88,GREAT COHARIE CR,Creek,,SR 1214,4744,34.918337,-78.389221,Sampson,CPF,19,3030006,CA,Full Scale,180,0,0,0,0,,,,,,,,,,,
4745,BB329,18-68-1-17b,,9/27/88,L COHARIE CR,Creek,,SR 1207,4745,34.83416667,-78.37138889,Sampson,CPF,19,3030006,CA,EPT,158,0,0,0,0,,,,,,,,,,,
3443,BB443,16-(36.7),,5/3/85,HAW R,River,Riverine,US 64,3443,35.73111111,-79.10611111,Chatham,CPF,4,3030002,P,Full Scale,1296,0,0,0,0,,,,,,,,,,,
3829,BB443,16-(36.7),,7/8/86,HAW R,River,Riverine,US 64,3829,35.73111111,-79.10611111,Chatham,CPF,4,3030002,P,Full Scale,1296,0,0,0,0,,,,,,,,,,,
8948,CB165,11-129-5-(9.5),,8/21/02,CLARK CR,Creek,Riverine,SR 1008,8948,35.475,-81.2675,Lincoln,CTB,35,3050102,P,Full Scale,91.4,23,520,7.5,6,5,19,8,10,16,3,3,10,3,3,80
10234,CB165,11-129-5-(9.5),,7/9/07,CLARK CR,Creek,Riverine,SR 1008,10234,35.475,-81.2675,Lincoln,CTB,35,3050102,P,Full Scale,91.4,24.4,586,7.4,0,5,15,8,10,14,3,3,10,3,3,74
4750,QB417,13-39-(10),,10/18/88,HITCHCOCK CR,Creek,,OFF SR 1403,4750,34.94166667,-79.77694444,Richmond,YAD,16,3040201,CA,EPT,104,0,0,0,0,,,,,,,,,,,
4751,QB418,13-39-(10),,10/18/88,HITCHCOCK CR,Creek,,OFF SR 1406,4751,34.94194444,-79.78055556,Richmond,YAD,16,3040201,CA,EPT,104,0,0,0,0,,,,,,,,,,,
4752,QB421,13-39-(10),,10/18/88,HITCHCOCK CR,Creek,,US 74,4752,34.93944444,-79.78472222,Richmond,YAD,16,3040201,CA,EPT,104,0,0,0,0,,,,,,,,,,,
11462,CB165,11-129-5-(9.5),,8/7/12,CLARK CR,Creek,Riverine,SR 1008,,35.475,-81.2675,Lincoln,CTB,35,3050102,P,Full Scale,91.4,24.3,776,7.3,6.3,5,16,10,4,10,2,5,10,5,3,70
12262,CB165,,,7/26/17,CLARK CR,Creek,Riverine,SR 1008,,35.475,-81.2675,Lincoln,CTB,35,3050102,P,Full Scale,91.4,24.4,194.8,7.24,6.59,3,18,3,10,12,5,5,7,3,4,70
3340,CB167,11-129-5-(0.3)b,,9/11/84,CLARK CR,Creek,Riverine,SR 1274,3340,35.55055556,-81.24916667,Lincoln,CTB,35,3050102,P,Full Scale,68.82,0,0,0,0,,,,,,,,,,,
3236,CB168,11-129-5-(0.3)b,,6/12/84,CLARK CR,Creek,Riverine,SR 2012,3236,35.60861111,-81.23166667,Catawba,CTB,35,3050102,P,Full Scale,30.809,0,0,0,0,,,,,,,,,,,
4757,CB94,11-35-2-(1),,10/24/88,UPPER CR,Creek,,FSR 128,4757,35.91972222,-81.79777778,Burke,CTB,31,3050101,MT,EPT,12.5,0,0,0,0,,,,,,,,,,,
4758,CB67,11-35-2-12-3,,10/25/88,GINGERCAKE CR,Creek,,FSR 496,4758,35.92398,-81.87231,Burke,CTB,31,3050101,MT,EPT,1.55,0,0,0,0,,,,,,,,,,,
4759,CB98,11-35-(1)a,,10/25/88,UPPER CR,Creek,,SR 1407,4759,35.85222222,-81.765,Burke,CTB,31,3050101,MT,EPT,38.8,0,0,0,0,,,,,,,,,,,
4760,GB54,2-69-(2.5),,11/7/88,ALARKA CR,Creek,,SR 1140,4760,35.33777778,-83.38194444,Swain,LTN,2,6010202,MT,Full Scale,3.5,0,0,0,0,,,,,,,,,,,
4761,GB64,2-69-3,,11/7/88,BEARMEAT BR,Branch,,SR 1140,4761,35.33777778,-83.38305556,Swain,LTN,2,6010202,MT,EPT,0.23,0,0,0,0,,,,,,,,,,,
4762,GB123,2-57-45a,,11/8/88,WHITEOAK CR,Creek,,OFF FSR 711,4762,35.21444444,-83.6,Macon,LTN,3,6010202,MT,Full Scale,4.51,0,0,0,0,,,,,,,,,,,
4763,GB36,2-57-45b,,11/8/88,WHITEOAK CR,Creek,,SR 1397,4763,35.22194444,-83.61527778,Macon,LTN,3,6010202,MT,Full Scale,5.97,0,0,0,0,,,,,,,,,,,
4764,GB32,2-57-45c,,11/8/88,WHITEOAK CR,Creek,,SR 1310,4764,35.23888889,-83.62777778,Macon,LTN,3,6010202,MT,EPT,15,0,0,0,0,,,,,,,,,,,
3334,CB168,11-129-5-(0.3)b,,9/12/84,CLARK CR,Creek,Riverine,SR 2012,3334,35.60861111,-81.23166667,Catawba,CTB,35,3050102,P,Full Scale,30.809,0,0,0,0,,,,,,,,,,,
5440,CB168,11-129-5-(0.3)b,,9/12/90,CLARK CR,Creek,Riverine,SR 2012,5440,35.60861111,-81.23166667,Catawba,CTB,35,3050102,P,Full Scale,30.809,0,0,0,0,,,,,,,,,,,
4767,BB289,18-15-(0.7),,11/29/88,HECTOR CR,Creek,,SR 1412,4767,35.46694444,-78.85861111,Harnett,CPF,7,3030004,CA,Full Scale,17.1,0,0,0,0,,,,,,,,,,,
4768,BB290,18-13-(2),,11/29/88,AVENTS CR,Creek,,SR 1418,4768,35.48722222,-78.91,Harnett,CPF,7,3030004,CA,EPT,14.2,0,0,0,0,,,,,,,,,,,
4769,BB106,18-9,,11/29/88,PARKERS CR,Creek,,SR 1418,4769,35.52388889,-78.955,Harnett,CPF,7,3030004,CA,EPT,8.55,0,0,0,0,,,,,,,,,,,
4770,BB202,18-20-6-(1),,11/30/88,JUNIPER CR,Creek,,SR 1144,4770,35.37972222,-79.13277778,Lee,CPF,13,3030004,CA,EPT,14.2,0,0,0,0,,,,,,,,,,,
4771,BB199,18-20-13,,11/30/88,BARBEQUE CR,Creek,,SR 1209,4771,35.337889,-79.045812,Harnett,CPF,13,3030004,CA,EPT,30.9,0,0,0,0,,,,,,,,,,,
4772,BB283,18-16-(0.7)c1,,11/30/88,NEILLS CR,Creek,,SR 1403,4772,35.46694444,-78.80527778,Harnett,CPF,7,3030004,CA,EPT,31.4,0,0,0,0,,,,,,,,,,,
8209,CB168,11-129-5-(0.3)b,,7/26/00,CLARK CR,Creek,Riverine,SR 2012,8209,35.60861111,-81.23166667,Catawba,CTB,35,3050102,P,Full Scale,30.809,22,527,7.3,7.9,3,12,3,6,0,3,3,10,0,0,40
3235,CB169,11-129-5-(0.3)b,,6/12/84,CLARK CR,Creek,Riverine,SR 2014,3235,35.62916667,-81.22972222,Catawba,CTB,35,3050102,P,Full Scale,29.2744,0,0,0,0,,,,,,,,,,,
